src,dst,relationship
userId_18030,userId_19363,follow
userId_9433,userId_19363,follow
userId_11102,userId_19363,follow
userId_26882,userId_19363,follow
userId_18426,userId_19363,follow
userId_35694,userId_19363,follow
userId_13132,userId_19363,follow
userId_3858,userId_19363,follow
userId_13041,userId_19363,follow
userId_4468,userId_19363,follow
userId_32401,userId_19363,follow
userId_21774,userId_19363,follow
userId_33138,userId_19363,follow
userId_34851,userId_19363,follow
userId_19899,userId_19363,follow
userId_17249,userId_19363,follow
userId_20506,userId_19363,follow
userId_4803,userId_19363,follow
userId_21819,userId_19363,follow
userId_39543,userId_19363,follow
userId_15491,userId_19363,follow
userId_26380,userId_19363,follow
userId_14921,userId_19363,follow
userId_20172,userId_19363,follow
userId_39454,userId_19363,follow
userId_21242,userId_19363,follow
userId_30399,userId_19363,follow
userId_34021,userId_19363,follow
userId_841,userId_19363,follow
userId_4372,userId_19363,follow
userId_17558,userId_19363,follow
userId_12838,userId_19363,follow
userId_1605,userId_19363,follow
userId_26774,userId_19363,follow
userId_16588,userId_19363,follow
userId_9397,userId_19363,follow
userId_9090,userId_19363,follow
userId_10477,userId_19363,follow
userId_1891,userId_19363,follow
userId_12712,userId_19363,follow
userId_22051,userId_19363,follow
userId_6848,userId_19363,follow
userId_21577,userId_19363,follow
userId_32459,userId_19363,follow
userId_8462,userId_19363,follow
userId_12192,userId_19363,follow
userId_2077,userId_19363,follow
userId_28714,userId_19363,follow
userId_31133,userId_19363,follow
userId_13046,userId_19363,follow
userId_19087,userId_19363,follow
userId_24704,userId_19363,follow
userId_6463,userId_19363,follow
userId_20141,userId_19363,follow
userId_5958,userId_19363,follow
userId_1805,userId_19363,follow
userId_17940,userId_19363,follow
userId_28324,userId_19363,follow
userId_18991,userId_19363,follow
userId_23372,userId_19363,follow
userId_27773,userId_19363,follow
userId_22152,userId_19363,follow
userId_14832,userId_19363,follow
userId_2230,userId_19363,follow
userId_22696,userId_19363,follow
userId_1336,userId_19363,follow
userId_16370,userId_19363,follow
userId_6784,userId_19363,follow
userId_5507,userId_19363,follow
userId_16125,userId_19363,follow
userId_14272,userId_19363,follow
userId_15996,userId_19363,follow
userId_24967,userId_19363,follow
userId_20547,userId_19363,follow
userId_11585,userId_19363,follow
userId_32,userId_19363,follow
userId_25276,userId_19363,follow
userId_11500,userId_19363,follow
userId_19618,userId_19363,follow
userId_21670,userId_19363,follow
userId_5656,userId_19363,follow
userId_2387,userId_19363,follow
userId_14672,userId_19363,follow
userId_14803,userId_19363,follow
userId_6294,userId_19363,follow
userId_11142,userId_19363,follow
userId_37936,userId_19363,follow
userId_32482,userId_19363,follow
userId_33585,userId_19363,follow
userId_26926,userId_19363,follow
userId_37526,userId_19363,follow
userId_29249,userId_19363,follow
userId_32025,userId_19363,follow
userId_29062,userId_19363,follow
userId_10928,userId_19363,follow
userId_4378,userId_19363,follow
userId_27600,userId_19363,follow
userId_9525,userId_19363,follow
userId_18902,userId_19363,follow
userId_17162,userId_19363,follow
userId_38613,userId_19363,follow
userId_30088,userId_19363,follow
userId_1543,userId_19363,follow
userId_34986,userId_19363,follow
userId_34577,userId_19363,follow
userId_3263,userId_19363,follow
userId_39097,userId_19363,follow
userId_31215,userId_19363,follow
userId_25699,userId_19363,follow
userId_26101,userId_19363,follow
userId_21025,userId_19363,follow
userId_29001,userId_19363,follow
userId_11805,userId_19363,follow
userId_5612,userId_19363,follow
userId_4915,userId_19363,follow
userId_14795,userId_19363,follow
userId_21817,userId_19363,follow
userId_5202,userId_19363,follow
userId_30237,userId_19363,follow
userId_1388,userId_19363,follow
userId_5203,userId_19363,follow
userId_21118,userId_19363,follow
userId_32135,userId_19363,follow
userId_36516,userId_19363,follow
userId_4278,userId_19363,follow
userId_39407,userId_19363,follow
userId_14343,userId_19363,follow
userId_18549,userId_19363,follow
userId_27607,userId_19363,follow
userId_2396,userId_19363,follow
userId_7305,userId_19363,follow
userId_37566,userId_19363,follow
userId_35129,userId_19363,follow
userId_18102,userId_19363,follow
userId_251,userId_19363,follow
userId_8913,userId_19363,follow
userId_12112,userId_19363,follow
userId_2629,userId_19363,follow
userId_3853,userId_19363,follow
userId_2904,userId_19363,follow
userId_11328,userId_19363,follow
userId_31889,userId_19363,follow
userId_11970,userId_19363,follow
userId_38769,userId_19363,follow
userId_951,userId_19363,follow
userId_35103,userId_19363,follow
userId_27654,userId_19363,follow
userId_1523,userId_19363,follow
userId_36281,userId_19363,follow
userId_37069,userId_19363,follow
userId_6058,userId_19363,follow
userId_16379,userId_19363,follow
userId_1560,userId_19363,follow
userId_23257,userId_19363,follow
userId_7166,userId_19363,follow
userId_4976,userId_19363,follow
userId_30463,userId_19363,follow
userId_22496,userId_19363,follow
userId_14685,userId_19363,follow
userId_13686,userId_19363,follow
userId_8612,userId_19363,follow
userId_34689,userId_19363,follow
userId_2822,userId_19363,follow
userId_35267,userId_19363,follow
userId_7632,userId_19363,follow
userId_24158,userId_19363,follow
userId_6295,userId_19363,follow
userId_18425,userId_19363,follow
userId_22686,userId_19363,follow
userId_17184,userId_19363,follow
userId_38310,userId_19363,follow
userId_16200,userId_19363,follow
userId_16651,userId_19363,follow
userId_35678,userId_19363,follow
userId_13399,userId_19363,follow
userId_2706,userId_19363,follow
userId_27766,userId_19363,follow
userId_10869,userId_19363,follow
userId_1743,userId_19363,follow
userId_20655,userId_19363,follow
userId_3547,userId_19363,follow
userId_9665,userId_19363,follow
userId_15256,userId_19363,follow
userId_27488,userId_19363,follow
userId_32247,userId_19363,follow
userId_9605,userId_19363,follow
userId_10427,userId_19363,follow
userId_22890,userId_19363,follow
userId_26209,userId_19363,follow
userId_28987,userId_19363,follow
userId_30817,userId_19363,follow
userId_5399,userId_19363,follow
userId_19093,userId_19363,follow
userId_28336,userId_19363,follow
userId_17719,userId_19363,follow
userId_39482,userId_19363,follow
userId_20629,userId_19363,follow
userId_33060,userId_19363,follow
userId_5092,userId_19363,follow
userId_17815,userId_19363,follow
userId_19868,userId_19363,follow
userId_23441,userId_19363,follow
userId_33441,userId_19363,follow
userId_18680,userId_19363,follow
userId_32306,userId_19363,follow
userId_11330,userId_19363,follow
userId_25578,userId_19363,follow
userId_11087,userId_19363,follow
userId_33366,userId_19363,follow
userId_31055,userId_19363,follow
userId_12079,userId_19363,follow
userId_12362,userId_19363,follow
userId_2992,userId_19363,follow
userId_17133,userId_19363,follow
userId_1620,userId_19363,follow
userId_36149,userId_19363,follow
userId_30114,userId_19363,follow
userId_11732,userId_19363,follow
userId_24252,userId_19363,follow
userId_22116,userId_19363,follow
userId_14619,userId_19363,follow
userId_21984,userId_19363,follow
userId_35585,userId_19363,follow
userId_16520,userId_19363,follow
userId_26243,userId_19363,follow
userId_758,userId_19363,follow
userId_12153,userId_19363,follow
userId_38224,userId_19363,follow
userId_2865,userId_19363,follow
userId_8853,userId_19363,follow
userId_9309,userId_19363,follow
userId_2055,userId_19363,follow
userId_16260,userId_19363,follow
userId_37254,userId_19363,follow
userId_29952,userId_19363,follow
userId_4252,userId_19363,follow
userId_11444,userId_19363,follow
userId_24260,userId_19363,follow
userId_14583,userId_19363,follow
userId_32687,userId_19363,follow
userId_26237,userId_19363,follow
userId_37675,userId_19363,follow
userId_28079,userId_19363,follow
userId_20519,userId_19363,follow
userId_26149,userId_19363,follow
userId_7672,userId_19363,follow
userId_792,userId_19363,follow
userId_10921,userId_19363,follow
userId_37401,userId_19363,follow
userId_19841,userId_19363,follow
userId_9198,userId_19363,follow
userId_35102,userId_19363,follow
userId_2479,userId_19363,follow
userId_5859,userId_19363,follow
userId_32644,userId_19363,follow
userId_30418,userId_19363,follow
userId_32498,userId_19363,follow
userId_38599,userId_19363,follow
userId_26338,userId_19363,follow
userId_2626,userId_19363,follow
userId_13369,userId_19363,follow
userId_24596,userId_19363,follow
userId_33373,userId_19363,follow
userId_21959,userId_19363,follow
userId_10080,userId_19363,follow
userId_21294,userId_19363,follow
userId_35714,userId_19363,follow
userId_19326,userId_19363,follow
userId_38409,userId_19363,follow
userId_23799,userId_19363,follow
userId_30122,userId_19363,follow
userId_11958,userId_19363,follow
userId_18867,userId_19363,follow
userId_32020,userId_19363,follow
userId_28449,userId_19363,follow
userId_17102,userId_19363,follow
userId_38459,userId_19363,follow
userId_6511,userId_19363,follow
userId_34869,userId_19363,follow
userId_38665,userId_19363,follow
userId_29381,userId_19363,follow
userId_22814,userId_19363,follow
userId_13708,userId_19363,follow
userId_10346,userId_19363,follow
userId_29629,userId_19363,follow
userId_5942,userId_19363,follow
userId_372,userId_19363,follow
userId_38251,userId_19363,follow
userId_13562,userId_19363,follow
userId_3450,userId_19363,follow
userId_81,userId_19363,follow
userId_12874,userId_19363,follow
userId_25730,userId_19363,follow
userId_13939,userId_19363,follow
userId_23168,userId_19363,follow
userId_13624,userId_19363,follow
userId_18372,userId_19363,follow
userId_3017,userId_19363,follow
userId_18470,userId_19363,follow
userId_32671,userId_19363,follow
userId_39761,userId_19363,follow
userId_29808,userId_19363,follow
userId_36050,userId_19363,follow
userId_1831,userId_19363,follow
userId_17396,userId_19363,follow
userId_6530,userId_19363,follow
userId_16803,userId_19363,follow
userId_11137,userId_19363,follow
userId_36461,userId_19363,follow
userId_16912,userId_19363,follow
userId_3524,userId_19363,follow
userId_33720,userId_19363,follow
userId_34101,userId_19363,follow
userId_7108,userId_19363,follow
userId_5815,userId_19363,follow
userId_30297,userId_19363,follow
userId_21412,userId_19363,follow
userId_34014,userId_19363,follow
userId_7355,userId_19363,follow
userId_30525,userId_19363,follow
userId_10946,userId_19363,follow
userId_24821,userId_19363,follow
userId_19784,userId_19363,follow
userId_24248,userId_19363,follow
userId_2621,userId_19363,follow
userId_698,userId_19363,follow
userId_18490,userId_19363,follow
userId_29585,userId_19363,follow
userId_36179,userId_19363,follow
userId_38692,userId_19363,follow
userId_21231,userId_19363,follow
userId_34442,userId_19363,follow
userId_26801,userId_19363,follow
userId_37964,userId_19363,follow
userId_22330,userId_31650,follow
userId_22330,userId_29940,follow
userId_22330,userId_28511,follow
userId_22330,userId_27422,follow
userId_22330,userId_5359,follow
userId_22330,userId_6450,follow
userId_22330,userId_18594,follow
userId_22330,userId_22382,follow
userId_22330,userId_5145,follow
userId_22330,userId_29536,follow
userId_22330,userId_31636,follow
userId_22330,userId_870,follow
userId_22330,userId_26751,follow
userId_22330,userId_21860,follow
userId_22330,userId_29588,follow
userId_22330,userId_24826,follow
userId_22330,userId_18131,follow
userId_22330,userId_27706,follow
userId_22330,userId_23418,follow
userId_22330,userId_31382,follow
userId_22330,userId_17292,follow
userId_22330,userId_13076,follow
userId_22330,userId_31943,follow
userId_22330,userId_24657,follow
userId_22330,userId_3947,follow
userId_22330,userId_8084,follow
userId_22330,userId_20918,follow
userId_22330,userId_355,follow
userId_22330,userId_11248,follow
userId_22330,userId_22687,follow
userId_22330,userId_8919,follow
userId_22330,userId_564,follow
userId_22330,userId_21136,follow
userId_22330,userId_19550,follow
userId_22330,userId_7393,follow
userId_22330,userId_12058,follow
userId_22330,userId_1551,follow
userId_22330,userId_16429,follow
userId_22330,userId_9898,follow
userId_22330,userId_23501,follow
userId_22330,userId_38715,follow
userId_22330,userId_38485,follow
userId_22330,userId_26730,follow
userId_22330,userId_35778,follow
userId_22330,userId_38333,follow
userId_22330,userId_14857,follow
userId_22330,userId_24559,follow
userId_22330,userId_13314,follow
userId_22330,userId_24454,follow
userId_22330,userId_11219,follow
userId_22330,userId_7247,follow
userId_22330,userId_20911,follow
userId_22330,userId_13826,follow
userId_22330,userId_28008,follow
userId_22330,userId_1821,follow
userId_22330,userId_34856,follow
userId_22330,userId_19651,follow
userId_22330,userId_5010,follow
userId_22330,userId_7601,follow
userId_22330,userId_30936,follow
userId_22330,userId_17874,follow
userId_22330,userId_32331,follow
userId_22330,userId_13994,follow
userId_22330,userId_20861,follow
userId_22330,userId_23549,follow
userId_22330,userId_39626,follow
userId_22330,userId_1216,follow
userId_22330,userId_11909,follow
userId_22330,userId_37877,follow
userId_22330,userId_28217,follow
userId_22330,userId_8995,follow
userId_22330,userId_37670,follow
userId_22330,userId_21484,follow
userId_22330,userId_22364,follow
userId_22330,userId_7491,follow
userId_22330,userId_19297,follow
userId_22330,userId_2061,follow
userId_22330,userId_26486,follow
userId_22330,userId_35143,follow
userId_22330,userId_26914,follow
userId_22330,userId_3536,follow
userId_22330,userId_17180,follow
userId_22330,userId_4126,follow
userId_22330,userId_19311,follow
userId_22330,userId_16928,follow
userId_22330,userId_25233,follow
userId_22330,userId_20257,follow
userId_22330,userId_21549,follow
userId_22330,userId_32848,follow
userId_22330,userId_219,follow
userId_22330,userId_22873,follow
userId_22330,userId_5625,follow
userId_22330,userId_30347,follow
userId_22330,userId_38048,follow
userId_22330,userId_31411,follow
userId_22330,userId_4439,follow
userId_22330,userId_15864,follow
userId_22330,userId_1887,follow
userId_22330,userId_432,follow
userId_22330,userId_36863,follow
userId_22330,userId_19210,follow
userId_22330,userId_16929,follow
userId_22330,userId_31408,follow
userId_22330,userId_16338,follow
userId_22330,userId_23275,follow
userId_22330,userId_37659,follow
userId_22330,userId_5606,follow
userId_22330,userId_3348,follow
userId_22330,userId_32009,follow
userId_22330,userId_20117,follow
userId_22330,userId_3839,follow
userId_22330,userId_21582,follow
userId_22330,userId_22110,follow
userId_22330,userId_24519,follow
userId_22330,userId_27143,follow
userId_22330,userId_9009,follow
userId_22330,userId_36994,follow
userId_22330,userId_719,follow
userId_22330,userId_37366,follow
userId_22330,userId_3644,follow
userId_22330,userId_11336,follow
userId_22330,userId_30240,follow
userId_22330,userId_13476,follow
userId_22330,userId_14456,follow
userId_22330,userId_17924,follow
userId_22330,userId_5600,follow
userId_22330,userId_1615,follow
userId_22330,userId_37478,follow
userId_22330,userId_27716,follow
userId_22330,userId_11044,follow
userId_22330,userId_21220,follow
userId_22330,userId_22658,follow
userId_22330,userId_7927,follow
userId_22330,userId_13327,follow
userId_22330,userId_3171,follow
userId_22330,userId_4327,follow
userId_22330,userId_16606,follow
userId_22330,userId_21041,follow
userId_22330,userId_4230,follow
userId_22330,userId_11896,follow
userId_22330,userId_38722,follow
userId_22330,userId_27835,follow
userId_22330,userId_10595,follow
userId_22330,userId_31743,follow
userId_22330,userId_35510,follow
userId_22330,userId_10774,follow
userId_22330,userId_30134,follow
userId_22330,userId_24441,follow
userId_22330,userId_26238,follow
userId_22330,userId_28988,follow
userId_22330,userId_11845,follow
userId_22330,userId_10917,follow
userId_22330,userId_8734,follow
userId_22330,userId_32696,follow
userId_22330,userId_26729,follow
userId_22330,userId_20402,follow
userId_22330,userId_16617,follow
userId_22330,userId_20846,follow
userId_22330,userId_38618,follow
userId_22330,userId_1688,follow
userId_22330,userId_8955,follow
userId_22330,userId_10827,follow
userId_22330,userId_29244,follow
userId_22330,userId_32694,follow
userId_22330,userId_10669,follow
userId_22330,userId_4924,follow
userId_22330,userId_33953,follow
userId_22330,userId_17051,follow
userId_22330,userId_11818,follow
userId_22330,userId_16014,follow
userId_22330,userId_5011,follow
userId_22330,userId_11081,follow
userId_22330,userId_24838,follow
userId_22330,userId_12585,follow
userId_22330,userId_32469,follow
userId_22330,userId_14902,follow
userId_22330,userId_2248,follow
userId_22330,userId_31767,follow
userId_22330,userId_36686,follow
userId_22330,userId_17109,follow
userId_22330,userId_12668,follow
userId_22330,userId_34549,follow
userId_22330,userId_2620,follow
userId_22330,userId_35191,follow
userId_22330,userId_34618,follow
userId_22330,userId_8622,follow
userId_22330,userId_3578,follow
userId_22330,userId_21899,follow
userId_22330,userId_37620,follow
userId_22330,userId_33114,follow
userId_22330,userId_6377,follow
userId_22330,userId_3629,follow
userId_22330,userId_12984,follow
userId_22330,userId_11603,follow
userId_22330,userId_16864,follow
userId_22330,userId_10293,follow
userId_22330,userId_36947,follow
userId_22330,userId_26089,follow
userId_22330,userId_14317,follow
userId_22330,userId_37218,follow
userId_22330,userId_29728,follow
userId_22330,userId_3780,follow
userId_22330,userId_15152,follow
userId_22330,userId_9203,follow
userId_22330,userId_9034,follow
userId_22330,userId_1771,follow
userId_22330,userId_28795,follow
userId_22330,userId_28213,follow
userId_22330,userId_38888,follow
userId_22330,userId_27436,follow
userId_22330,userId_36770,follow
userId_22330,userId_11378,follow
userId_22330,userId_30761,follow
userId_22330,userId_30961,follow
userId_22330,userId_2858,follow
userId_22330,userId_15884,follow
userId_22330,userId_38627,follow
userId_22330,userId_35557,follow
userId_22330,userId_2062,follow
userId_22330,userId_35531,follow
userId_22330,userId_29947,follow
userId_22330,userId_39003,follow
userId_22330,userId_22214,follow
userId_22330,userId_15875,follow
userId_22330,userId_15274,follow
userId_22330,userId_13649,follow
userId_22330,userId_15248,follow
userId_22330,userId_35935,follow
userId_22330,userId_2877,follow
userId_22330,userId_38329,follow
userId_22330,userId_1380,follow
userId_22330,userId_33140,follow
userId_22330,userId_2547,follow
userId_22330,userId_21784,follow
userId_22330,userId_18597,follow
userId_22330,userId_36318,follow
userId_22330,userId_24970,follow
userId_22330,userId_30307,follow
userId_22330,userId_3364,follow
userId_22330,userId_5701,follow
userId_22330,userId_12854,follow
userId_22330,userId_6453,follow
userId_22330,userId_16782,follow
userId_22330,userId_34616,follow
userId_22330,userId_18096,follow
userId_22330,userId_36052,follow
userId_22330,userId_2423,follow
userId_22330,userId_12356,follow
userId_22330,userId_32592,follow
userId_22330,userId_31261,follow
userId_22330,userId_20360,follow
userId_22330,userId_38926,follow
userId_22330,userId_34807,follow
userId_22330,userId_1982,follow
userId_22330,userId_15362,follow
userId_22330,userId_16571,follow
userId_22330,userId_4074,follow
userId_22330,userId_9599,follow
userId_22330,userId_21474,follow
userId_22330,userId_17296,follow
userId_22330,userId_15444,follow
userId_22330,userId_8216,follow
userId_22330,userId_39431,follow
userId_22330,userId_33370,follow
userId_22330,userId_7471,follow
userId_22330,userId_4090,follow
userId_22330,userId_28920,follow
userId_22330,userId_5733,follow
userId_22330,userId_3950,follow
userId_22330,userId_5251,follow
userId_22330,userId_15939,follow
userId_22330,userId_24382,follow
userId_22330,userId_16078,follow
userId_22330,userId_33828,follow
userId_22330,userId_17501,follow
userId_22330,userId_8307,follow
userId_22330,userId_39303,follow
userId_22330,userId_38115,follow
userId_22330,userId_18078,follow
userId_22330,userId_31700,follow
userId_22330,userId_35442,follow
userId_22330,userId_27892,follow
userId_22330,userId_32754,follow
userId_22330,userId_35212,follow
userId_22330,userId_26230,follow
userId_22330,userId_19410,follow
userId_22330,userId_11517,follow
userId_22330,userId_24117,follow
userId_22330,userId_17360,follow
userId_22330,userId_23397,follow
userId_22330,userId_18304,follow
userId_22330,userId_18722,follow
userId_22330,userId_15468,follow
userId_22330,userId_26599,follow
userId_22330,userId_22871,follow
userId_22330,userId_9723,follow
userId_22330,userId_17950,follow
userId_22330,userId_31644,follow
userId_22330,userId_28936,follow
userId_22330,userId_10991,follow
userId_22330,userId_30489,follow
userId_22330,userId_19744,follow
userId_22330,userId_31976,follow
userId_22330,userId_6024,follow
userId_22330,userId_739,follow
userId_22330,userId_6865,follow
userId_22330,userId_36624,follow
userId_22330,userId_19682,follow
userId_22330,userId_5147,follow
userId_22330,userId_3628,follow
userId_22330,userId_30092,follow
userId_22330,userId_18178,follow
userId_22330,userId_28638,follow
userId_22330,userId_1888,follow
userId_22330,userId_15075,follow
userId_22330,userId_6158,follow
userId_22330,userId_5440,follow
userId_22330,userId_4632,follow
userId_22330,userId_32338,follow
userId_22330,userId_306,follow
userId_22330,userId_32171,follow
userId_22330,userId_20926,follow
userId_22330,userId_15034,follow
userId_22330,userId_22440,follow
userId_22330,userId_39258,follow
userId_22330,userId_6100,follow
userId_22330,userId_32503,follow
userId_22330,userId_26796,follow
userId_22330,userId_13112,follow
userId_22330,userId_3016,follow
userId_22330,userId_21260,follow
userId_22330,userId_34179,follow
userId_22330,userId_36103,follow
userId_22330,userId_1763,follow
userId_22330,userId_26512,follow
userId_22330,userId_32868,follow
userId_22330,userId_7914,follow
userId_22330,userId_35979,follow
userId_22330,userId_36417,follow
userId_22330,userId_39609,follow
userId_22330,userId_29186,follow
userId_22330,userId_35795,follow
userId_22330,userId_20736,follow
userId_22330,userId_2347,follow
userId_22330,userId_7816,follow
userId_22330,userId_25703,follow
userId_22330,userId_30167,follow
userId_22330,userId_3827,follow
userId_22330,userId_3700,follow
userId_22330,userId_35745,follow
userId_22330,userId_38710,follow
userId_22330,userId_35333,follow
userId_22330,userId_531,follow
userId_22330,userId_14932,follow
userId_22330,userId_16138,follow
userId_22330,userId_24189,follow
userId_22330,userId_12983,follow
userId_22330,userId_22391,follow
userId_22330,userId_26379,follow
userId_22330,userId_2637,follow
userId_22330,userId_29578,follow
userId_22330,userId_29231,follow
userId_22330,userId_939,follow
userId_22330,userId_19112,follow
userId_22330,userId_14700,follow
userId_22330,userId_38517,follow
userId_22330,userId_3300,follow
userId_22330,userId_34966,follow
userId_22330,userId_28872,follow
userId_22330,userId_16042,follow
userId_22330,userId_7451,follow
userId_22330,userId_39550,follow
userId_22330,userId_8226,follow
userId_22330,userId_21644,follow
userId_22330,userId_8085,follow
userId_22330,userId_22153,follow
userId_22330,userId_32396,follow
userId_22330,userId_11577,follow
userId_22330,userId_39045,follow
userId_22330,userId_21299,follow
userId_22330,userId_23453,follow
userId_22330,userId_36045,follow
userId_22330,userId_32226,follow
userId_22330,userId_27781,follow
userId_22330,userId_5749,follow
userId_22330,userId_4555,follow
userId_22330,userId_3374,follow
userId_22330,userId_33491,follow
userId_22330,userId_36028,follow
userId_22330,userId_34298,follow
userId_22330,userId_29342,follow
userId_22330,userId_36519,follow
userId_22330,userId_9934,follow
userId_22330,userId_11954,follow
userId_22330,userId_9146,follow
userId_22330,userId_15683,follow
userId_22330,userId_4654,follow
userId_22330,userId_6536,follow
userId_22330,userId_9814,follow
userId_22330,userId_19965,follow
userId_22330,userId_3388,follow
userId_22330,userId_38936,follow
userId_22330,userId_22401,follow
userId_22330,userId_16220,follow
userId_22330,userId_35520,follow
userId_22330,userId_15315,follow
userId_22330,userId_20653,follow
userId_22330,userId_34474,follow
userId_22330,userId_4152,follow
userId_22330,userId_34729,follow
userId_22330,userId_27390,follow
userId_22330,userId_12830,follow
userId_22330,userId_2502,follow
userId_22330,userId_21347,follow
userId_22330,userId_17273,follow
userId_22330,userId_25573,follow
userId_22330,userId_28567,follow
userId_22330,userId_16540,follow
userId_22330,userId_17300,follow
userId_22330,userId_11606,follow
userId_22330,userId_5386,follow
userId_22330,userId_13545,follow
userId_22330,userId_16237,follow
userId_22330,userId_10460,follow
userId_22330,userId_25319,follow
userId_22330,userId_34284,follow
userId_22330,userId_20898,follow
userId_22330,userId_63,follow
userId_22330,userId_3527,follow
userId_22330,userId_25758,follow
userId_22330,userId_32170,follow
userId_22330,userId_11255,follow
userId_22330,userId_16475,follow
userId_22330,userId_7542,follow
userId_22330,userId_23423,follow
userId_22330,userId_19275,follow
userId_22330,userId_26762,follow
userId_22330,userId_9091,follow
userId_22330,userId_938,follow
userId_22330,userId_15964,follow
userId_22330,userId_9861,follow
userId_22330,userId_12750,follow
userId_22330,userId_3764,follow
userId_22330,userId_24465,follow
userId_22330,userId_37321,follow
userId_22330,userId_1339,follow
userId_22330,userId_10027,follow
userId_22330,userId_35761,follow
userId_22330,userId_16122,follow
userId_22330,userId_12370,follow
userId_22330,userId_29949,follow
userId_22330,userId_34485,follow
userId_22330,userId_20943,follow
userId_22330,userId_33180,follow
userId_22330,userId_29832,follow
userId_22330,userId_31692,follow
userId_22330,userId_21760,follow
userId_22330,userId_9187,follow
userId_22330,userId_11610,follow
userId_22330,userId_31414,follow
userId_22330,userId_10151,follow
userId_22330,userId_8344,follow
userId_22330,userId_4934,follow
userId_22330,userId_17683,follow
userId_22330,userId_31260,follow
userId_22330,userId_26493,follow
userId_22330,userId_34219,follow
userId_22330,userId_2179,follow
userId_22330,userId_14413,follow
userId_22330,userId_11750,follow
userId_22330,userId_16371,follow
userId_22330,userId_28500,follow
userId_22330,userId_17742,follow
userId_22330,userId_37169,follow
userId_22330,userId_15944,follow
userId_22330,userId_3425,follow
userId_22330,userId_20171,follow
userId_22330,userId_35095,follow
userId_22330,userId_18789,follow
userId_22330,userId_9396,follow
userId_22330,userId_21221,follow
userId_22330,userId_1012,follow
userId_22330,userId_13945,follow
userId_22330,userId_28063,follow
userId_22330,userId_20945,follow
userId_22330,userId_1946,follow
userId_22330,userId_36040,follow
userId_22330,userId_35147,follow
userId_22330,userId_19386,follow
userId_22330,userId_35594,follow
userId_22330,userId_22368,follow
userId_22330,userId_56,follow
userId_22330,userId_38728,follow
userId_22330,userId_2310,follow
userId_22330,userId_23206,follow
userId_22330,userId_10637,follow
userId_22330,userId_30039,follow
userId_22330,userId_23001,follow
userId_22330,userId_35561,follow
userId_22330,userId_38801,follow
userId_22330,userId_7634,follow
userId_22330,userId_20226,follow
userId_22330,userId_5736,follow
userId_22330,userId_20696,follow
userId_22330,userId_11412,follow
userId_22330,userId_22636,follow
userId_22330,userId_30155,follow
userId_22330,userId_13221,follow
userId_22330,userId_32552,follow
userId_22330,userId_19126,follow
userId_22330,userId_1649,follow
userId_22330,userId_28514,follow
userId_22330,userId_18392,follow
userId_22330,userId_39685,follow
userId_22330,userId_38528,follow
userId_22330,userId_34752,follow
userId_22330,userId_21666,follow
userId_22330,userId_25853,follow
userId_22330,userId_23246,follow
userId_22330,userId_5125,follow
userId_22330,userId_33688,follow
userId_22330,userId_464,follow
userId_22330,userId_35264,follow
userId_22330,userId_8052,follow
userId_22330,userId_33375,follow
userId_22330,userId_39418,follow
userId_22330,userId_4175,follow
userId_22330,userId_12840,follow
userId_22330,userId_4418,follow
userId_22330,userId_3671,follow
userId_22330,userId_7112,follow
userId_22330,userId_34803,follow
userId_22330,userId_6649,follow
userId_22330,userId_16995,follow
userId_22330,userId_39280,follow
userId_22330,userId_15748,follow
userId_22330,userId_5814,follow
userId_22330,userId_20215,follow
userId_22330,userId_14152,follow
userId_22330,userId_11645,follow
userId_22330,userId_23971,follow
userId_22330,userId_1776,follow
userId_22330,userId_36539,follow
userId_22330,userId_7279,follow
userId_22330,userId_30309,follow
userId_22330,userId_7864,follow
userId_22330,userId_31537,follow
userId_22330,userId_29899,follow
userId_22330,userId_34406,follow
userId_22330,userId_39259,follow
userId_22330,userId_31470,follow
userId_22330,userId_26823,follow
userId_22330,userId_28703,follow
userId_22330,userId_5280,follow
userId_22330,userId_25285,follow
userId_22330,userId_4529,follow
userId_22330,userId_9407,follow
userId_22330,userId_12691,follow
userId_22330,userId_8431,follow
userId_22330,userId_10930,follow
userId_22330,userId_22891,follow
userId_22330,userId_15876,follow
userId_22330,userId_4741,follow
userId_22330,userId_28973,follow
userId_22330,userId_7109,follow
userId_22330,userId_32834,follow
userId_22330,userId_2160,follow
userId_22330,userId_1044,follow
userId_22330,userId_3885,follow
userId_22330,userId_16482,follow
userId_22330,userId_13815,follow
userId_22330,userId_30930,follow
userId_22330,userId_16223,follow
userId_22330,userId_18001,follow
userId_22330,userId_18731,follow
userId_22330,userId_25140,follow
userId_22330,userId_33031,follow
userId_22330,userId_32356,follow
userId_22330,userId_5523,follow
userId_22330,userId_21768,follow
userId_22330,userId_33612,follow
userId_22330,userId_8833,follow
userId_22330,userId_16981,follow
userId_22330,userId_24466,follow
userId_22330,userId_39227,follow
userId_22330,userId_16956,follow
userId_22330,userId_22365,follow
userId_22330,userId_35973,follow
userId_22330,userId_20076,follow
userId_22330,userId_38030,follow
userId_22330,userId_19895,follow
userId_22330,userId_33626,follow
userId_22330,userId_36970,follow
userId_22330,userId_23657,follow
userId_22330,userId_38520,follow
userId_22330,userId_11482,follow
userId_22330,userId_13283,follow
userId_22330,userId_4594,follow
userId_22330,userId_8339,follow
userId_22330,userId_20123,follow
